neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,review_year,review_month,has_reviews,host_activity_level,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Private room,room_type_Shared room,is_fake
29,40.64129,-73.91316,130,3,141,8.21,2,114,2019,6,1,Medium,True,False,False,False,False,False,0
25,40.67087,-73.91293,65,2,23,2.88,1,20,2019,6,1,Low,True,False,False,False,False,False,0
12,40.67958,-73.90858,119,3,54,3.58,2,240,2019,7,1,Medium,True,False,False,False,False,False,0
12,40.67966,-73.93045,65,1,70,4.9,2,291,2019,6,1,Medium,True,False,False,False,True,False,0
12,40.6849,-73.91811,140,3,30,1.88,1,122,2019,6,1,Low,True,False,False,False,False,False,0
211,40.71043,-73.95575,94,2,52,3.26,1,126,2019,7,1,Low,True,False,False,False,True,False,0
67,40.74252,-73.8899,31,3,21,1.27,2,111,2019,7,1,Medium,False,False,True,False,True,False,0
211,40.71276,-73.95897,250,3,41,2.94,1,235,2019,6,1,Low,True,False,False,False,False,False,1
59,40.65625,-73.91901,80,7,2,0.13,9,58,2018,11,1,High,True,False,False,False,True,False,0
59,40.65501,-73.91886,80,5,2,0.14,9,89,2018,12,1,High,True,False,False,False,True,False,0
63,40.72629,-73.98417,150,2,20,1.19,1,2,2019,6,1,Low,False,True,False,False,False,False,0
161,40.68728,-73.82875,75,2,1,0.06,2,48,2018,2,1,Medium,False,False,True,False,True,False,0
161,40.6873,-73.82737,83,1,9,0.55,2,48,2019,5,1,Medium,False,False,True,False,True,False,0
198,40.76354,-73.96189,135,4,3,0.19,1,60,2018,9,1,Low,False,True,False,False,False,False,0
203,40.84502,-73.94078,25,1,51,2.99,3,365,2019,5,1,Medium,False,True,False,False,False,True,0
135,40.7457,-73.97672,329,4,12,0.91,2,59,2019,4,1,Medium,False,True,False,False,False,False,1
50,40.6718,-73.92678,55,2,34,1.99,4,341,2019,5,1,Medium,True,False,False,False,True,False,0
135,40.74742,-73.9766,365,5,14,0.86,2,50,2019,6,1,Medium,False,True,False,False,False,False,1
117,40.71269,-73.98713,150,2,10,0.58,1,6,2019,3,1,Low,False,True,False,False,False,False,0
12,40.69181,-73.9331,99,3,16,1.24,3,360,2019,6,1,Medium,True,False,False,False,True,False,0
12,40.68975,-73.93327,109,3,19,1.37,3,360,2019,6,1,Medium,True,False,False,False,True,False,0
211,40.71371,-73.95189,40,4,5,0.38,3,61,2019,5,1,Medium,True,False,False,False,True,False,0
125,40.75881,-73.96295,325,1,0,0.0,3,267,0,0,0,Medium,False,True,False,False,False,False,1
216,40.74652,-73.90738,289,4,10,0.91,2,271,2019,7,1,Medium,False,False,True,False,False,False,1
198,40.7773,-73.95652,225,2,12,0.71,1,363,2019,6,1,Low,False,True,False,False,False,False,1
73,40.65175,-73.96408,90,30,4,0.24,1,342,2018,12,1,Low,True,False,False,False,False,False,0
27,40.70114,-73.91705,70,2,29,1.71,1,16,2019,6,1,Low,True,False,False,False,True,False,0
214,40.69017,-73.86683,90,4,64,3.71,1,106,2019,7,1,Low,False,False,True,False,False,False,0
215,40.8987,-73.86389,29,1,81,4.93,4,192,2019,6,1,Medium,False,False,False,False,True,False,0
58,40.77074,-73.87342,257,1,95,6.51,6,341,2019,7,1,High,False,False,True,False,False,False,1
141,40.72651,-73.99196,295,2,15,0.94,1,51,2019,6,1,Low,False,True,False,False,False,False,1
12,40.68928,-73.95541,70,1,53,3.29,7,264,2019,6,1,High,True,False,False,False,True,False,0
92,40.82748,-73.95083,65,4,10,0.6,1,2,2019,1,1,Low,False,True,False,False,True,False,0
12,40.6896,-73.95653,62,1,27,1.69,7,248,2019,6,1,High,True,False,False,False,True,False,0
206,40.73716,-73.99764,225,7,10,0.78,1,279,2019,4,1,Low,False,True,False,False,False,False,1
216,40.75524,-73.90701,49,4,5,0.36,1,87,2019,1,1,Low,False,False,True,False,True,False,0
211,40.71147,-73.96,325,2,7,0.61,1,96,2019,1,1,Low,True,False,False,False,False,False,1
199,40.79728,-73.97348,100,1,28,1.66,3,270,2019,6,1,Medium,False,True,False,False,True,False,0
203,40.84693,-73.94205,67,15,1,0.06,1,1,2018,2,1,Low,False,True,False,False,False,False,0
40,40.6897,-73.96535,90,2,19,1.23,1,149,2019,6,1,Low,True,False,False,False,True,False,0
50,40.67544,-73.94023,45,2,21,1.35,2,339,2019,6,1,Medium,True,False,False,False,True,False,0
141,40.72943,-73.99277,495,4,7,0.46,4,63,2019,3,1,Medium,False,True,False,False,False,False,1
74,40.74107,-73.988,112,4,14,0.9,2,1,2019,4,1,Medium,False,True,False,False,True,False,0
83,40.6786,-73.98705,104,4,10,0.73,1,98,2018,12,1,Low,True,False,False,False,False,False,0
125,40.7592,-73.97017,95,2,56,3.33,1,54,2019,6,1,Low,False,True,False,False,True,False,0
134,40.84882,-73.90263,80,3,20,1.18,2,36,2019,6,1,Medium,False,False,False,False,True,False,0
60,40.79037,-73.9458,115,2,3,0.22,1,1,2018,8,1,Low,False,True,False,False,False,False,0
87,40.59868,-73.99202,148,4,26,1.68,2,92,2019,7,1,Medium,True,False,False,False,False,False,0
53,40.77418,-73.91889,75,3,13,0.78,1,1,2019,1,1,Low,False,False,True,False,False,False,0
175,40.72605,-74.00072,169,1,1,0.18,1,180,2019,1,1,Low,False,True,False,False,False,False,0
27,40.70425,-73.92624,60,4,10,0.58,1,88,2018,10,1,Low,True,False,False,False,True,False,0
198,40.77029,-73.95526,115,4,26,1.66,1,16,2019,6,1,Low,False,True,False,False,False,False,0
214,40.69113,-73.86778,106,4,57,3.73,2,113,2019,6,1,Medium,False,False,True,False,False,False,0
156,40.66322,-73.95142,50,2,58,3.44,1,52,2019,7,1,Low,True,False,False,False,True,False,0
182,40.70828,-73.75276,120,3,59,3.49,1,52,2019,5,1,Low,False,False,True,False,False,False,0
187,40.66186,-73.99505,120,1,59,3.69,1,22,2019,6,1,Low,True,False,False,False,False,False,0
33,40.74216,-73.99673,127,5,30,2.0,1,32,2019,6,1,Low,False,True,False,False,False,False,0
110,40.73799,-73.97821,160,3,36,2.14,3,266,2019,6,1,Medium,False,True,False,False,False,False,0
0,40.86578,-73.86534,250,2,22,1.44,5,361,2019,6,1,Medium,False,False,False,False,False,False,1
73,40.64726,-73.95937,76,14,1,0.06,1,41,2018,2,1,Low,True,False,False,False,False,False,0
93,40.75546,-73.99582,180,3,31,1.98,2,4,2019,4,1,Medium,False,True,False,False,False,False,0
117,40.7216,-73.98959,130,10,4,0.38,1,35,2019,6,1,Low,False,True,False,False,False,False,0
102,40.74879,-73.88342,59,1,24,1.43,1,5,2019,5,1,Low,False,False,True,False,True,False,0
58,40.76444,-73.86907,80,1,73,4.57,2,30,2019,7,1,Medium,False,False,True,False,True,False,0
27,40.69874,-73.92496,40,3,51,3.0,2,51,2019,7,1,Medium,True,False,False,False,True,False,0
33,40.75115,-73.99787,63,7,4,0.39,1,31,2019,3,1,Low,False,True,False,False,True,False,0
12,40.68706,-73.95637,95,1,22,1.33,1,36,2019,6,1,Low,True,False,False,False,True,False,0
199,40.80115,-73.96282,75,1,1,0.06,1,88,2018,2,1,Low,False,True,False,False,True,False,0
121,40.71937,-73.90442,40,1,2,0.13,2,169,2018,12,1,Medium,False,False,True,False,True,False,0
113,40.71967,-73.99583,135,31,5,0.37,11,122,2019,1,1,High,False,True,False,False,False,False,1
186,40.74759,-73.91446,44,1,78,4.62,2,116,2019,6,1,Medium,False,False,True,False,True,False,0
12,40.68357,-73.93753,42,2,89,5.54,2,4,2019,7,1,Medium,True,False,False,False,True,False,0
117,40.71172,-73.98864,33,100,2,0.18,4,320,2018,12,1,Medium,False,True,False,False,False,True,0
12,40.69076,-73.95883,70,1,18,1.07,1,362,2019,6,1,Low,True,False,False,False,True,False,0
12,40.68261,-73.95187,75,2,17,1.07,1,115,2019,7,1,Low,True,False,False,False,True,False,0
199,40.79788,-73.96235,250,30,2,0.19,12,310,2018,12,1,High,False,True,False,False,False,False,1
125,40.74827,-73.98828,150,3,27,1.79,1,320,2019,7,1,Low,False,True,False,False,False,False,0
92,40.8298,-73.93984,65,2,25,1.5,1,30,2019,5,1,Low,False,True,False,False,True,False,0
90,40.73091,-74.00002,159,1,77,5.3,1,50,2019,6,1,Low,False,True,False,False,False,False,0
27,40.69839,-73.92044,65,2,8,0.52,2,8,2019,6,1,Medium,True,False,False,False,True,False,0
199,40.77722,-73.97834,159,1,0,0.0,4,269,0,0,0,Medium,False,True,False,False,True,False,0
163,40.70663,-73.89709,60,1,44,2.57,1,84,2019,6,1,Low,False,False,True,False,True,False,0
216,40.74301,-73.8954,46,1,2,0.16,1,96,2019,4,1,Low,False,False,True,False,True,False,0
199,40.79408,-73.97392,150,5,0,0.0,1,13,0,0,0,Low,False,True,False,False,False,False,0
89,40.72742,-73.95066,190,2,5,0.32,2,5,2019,6,1,Medium,True,False,False,False,False,False,0
50,40.67184,-73.94041,65,7,0,0.0,3,59,0,0,0,Medium,True,False,False,False,True,False,0
89,40.72612,-73.95691,125,2,48,3.0,1,48,2019,7,1,Low,True,False,False,False,False,False,0
2,40.59078,-74.07504,71,2,30,1.8,1,306,2019,6,1,Low,False,False,False,True,False,False,0
211,40.70757,-73.95387,150,4,82,4.86,1,331,2019,7,1,Low,True,False,False,False,False,False,0
21,40.7149,-73.80916,80,5,51,3.23,1,57,2019,6,1,Low,False,False,True,False,False,False,0
187,40.64279,-74.00515,70,30,10,0.62,3,183,2019,6,1,Medium,True,False,False,False,False,False,0
60,40.80086,-73.93979,80,5,15,0.93,1,46,2018,10,1,Low,False,True,False,False,False,False,0
125,40.76163,-73.97113,210,1,108,6.4,3,216,2019,6,1,Medium,False,True,False,False,False,False,0
67,40.74524,-73.8876,100,60,2,0.17,1,132,2019,1,1,Low,False,False,True,False,False,False,0
92,40.83118,-73.94325,47,2,83,4.97,2,48,2019,7,1,Medium,False,True,False,False,True,False,0
198,40.77603,-73.95573,99,3,35,2.22,1,162,2019,7,1,Low,False,True,False,False,True,False,0
12,40.68807,-73.93634,150,4,42,2.69,1,244,2019,7,1,Low,True,False,False,False,False,False,0
59,40.64745,-73.94413,50,6,0,0.0,1,100,0,0,0,Low,True,False,False,False,True,False,0
198,40.77506,-73.95335,80,1,1,0.06,1,170,2018,2,1,Low,False,True,False,False,False,True,0
47,40.83168,-73.91977,47,5,33,1.96,1,176,2019,6,1,Low,False,False,False,False,True,False,0
12,40.6893,-73.94573,67,3,16,1.11,2,307,2019,6,1,Medium,True,False,False,False,True,False,0
76,40.77354,-73.82371,60,2,25,1.54,7,14,2019,2,1,High,False,False,True,False,True,False,0
191,40.63462,-74.08136,245,2,37,2.28,1,216,2019,6,1,Low,False,False,False,True,False,False,1
12,40.68082,-73.92162,29,1,65,3.88,1,5,2019,6,1,Low,True,False,False,False,True,False,0
63,40.72923,-73.98197,189,1,40,2.37,1,73,2019,6,1,Low,False,True,False,False,False,False,0
27,40.70468,-73.92481,41,1,82,5.0,1,30,2019,6,1,Low,True,False,False,False,True,False,0
53,40.77202,-73.91292,60,2,26,2.49,1,112,2019,7,1,Low,False,False,True,False,True,False,0
211,40.71399,-73.95363,120,2,45,2.79,1,19,2019,6,1,Low,True,False,False,False,False,False,0
206,40.739,-74.00115,123,2,6,0.38,1,34,2019,5,1,Low,False,True,False,False,False,False,0
163,40.70991,-73.91832,30,3,13,0.84,2,65,2019,6,1,Medium,False,False,True,False,True,False,0
46,40.8315,-73.92047,54,1,16,0.99,1,69,2018,10,1,Low,False,False,False,False,True,False,0
50,40.67294,-73.95943,75,3,9,0.54,1,280,2019,1,1,Low,True,False,False,False,False,False,0
34,40.71483,-73.99287,92,7,9,0.53,1,4,2019,5,1,Low,False,True,False,False,False,False,0
211,40.70794,-73.94532,130,5,61,3.84,2,185,2019,7,1,Medium,True,False,False,False,False,False,0
33,40.74482,-73.99882,180,1,72,4.67,3,223,2019,6,1,Medium,False,True,False,False,False,False,0
187,40.65774,-73.99927,89,1,113,6.7,1,13,2019,6,1,Low,True,False,False,False,False,False,0
199,40.79701,-73.96933,93,1,27,1.69,3,190,2019,6,1,Medium,False,True,False,False,True,False,0
135,40.749,-73.97961,289,30,0,0.0,232,223,0,0,0,High,False,True,False,False,False,False,1
76,40.76105,-73.82317,85,30,4,0.31,15,232,2018,11,1,High,False,False,True,False,False,False,1
60,40.80541,-73.93658,80,1,54,3.74,3,180,2019,7,1,Medium,False,True,False,False,True,False,0
12,40.69158,-73.95958,150,4,6,0.63,1,11,2019,7,1,Low,True,False,False,False,False,False,0
117,40.70987,-73.98689,35,14,0,0.0,28,322,0,0,0,High,False,True,False,False,False,True,1
211,40.71097,-73.9533,175,2,92,5.47,1,96,2019,7,1,Low,True,False,False,False,False,False,0
5,40.60434,-74.0169,50,4,36,2.19,2,316,2019,6,1,Medium,True,False,False,False,True,False,0
121,40.71395,-73.91373,55,1,72,4.27,2,29,2019,6,1,Medium,False,False,True,False,True,False,0
160,40.73082,-73.86796,109,2,68,4.02,1,54,2019,6,1,Low,False,False,True,False,False,False,0
198,40.76646,-73.9676,500,3,56,3.57,2,163,2019,6,1,Medium,False,True,False,False,False,False,1
187,40.64555,-74.00995,150,2,0,0.0,1,363,0,0,0,Low,True,False,False,False,True,False,0
77,40.86918,-73.8905,34,1,2,0.12,2,5,2018,4,1,Medium,False,False,False,False,True,False,0
179,40.66459,-73.98553,260,2,6,0.4,1,1,2019,6,1,Low,True,False,False,False,False,False,1
73,40.64397,-73.96907,68,2,64,3.89,6,177,2019,7,1,High,True,False,False,False,True,False,0
16,40.60859,-73.99331,200,30,19,1.17,2,179,2018,7,1,Medium,True,False,False,False,False,False,0
211,40.71703,-73.96509,125,31,11,1.29,2,190,2019,5,1,Medium,True,False,False,False,False,False,0
211,40.71225,-73.95757,68,28,5,0.53,1,258,2019,6,1,Low,True,False,False,False,True,False,0
117,40.7196,-73.98133,300,3,30,1.77,2,182,2019,7,1,Medium,False,True,False,False,False,False,1
27,40.6858,-73.90734,87,2,70,4.25,1,54,2019,6,1,Low,True,False,False,False,False,False,0
125,40.76126,-73.97628,500,180,0,0.0,10,363,0,0,0,High,False,True,False,False,False,False,1
211,40.7186,-73.95997,160,2,9,0.56,1,157,2018,10,1,Low,True,False,False,False,False,False,0
120,40.63179,-74.16122,40,5,1,0.07,1,87,2018,4,1,Low,False,False,False,True,True,False,0
5,40.60444,-74.01725,50,4,24,1.69,2,311,2019,5,1,Medium,True,False,False,False,True,False,0
199,40.78648,-73.97923,60,1,34,2.01,4,363,2019,6,1,Medium,False,True,False,False,False,True,0
12,40.68231,-73.91252,40,7,0,0.0,1,365,0,0,0,Low,True,False,False,False,True,False,0
93,40.7623,-73.99096,172,4,27,1.75,1,42,2019,6,1,Low,False,True,False,False,False,False,0
110,40.74121,-73.98139,240,1,66,4.09,1,83,2019,7,1,Low,False,True,False,False,False,False,1
77,40.85655,-73.90377,73,2,31,1.83,2,39,2019,6,1,Medium,False,False,False,False,True,False,0
214,40.69907,-73.85161,34,1,45,2.66,3,348,2019,6,1,Medium,False,False,True,False,False,True,0
4,40.76165,-73.90839,60,6,11,0.66,11,299,2019,6,1,High,False,False,True,False,False,False,1
92,40.82826,-73.94589,70,2,8,0.49,1,156,2018,7,1,Low,False,True,False,False,True,False,0
102,40.75363,-73.88151,93,2,70,4.24,1,89,2019,6,1,Low,False,False,True,False,False,False,0
203,40.8347,-73.94487,140,3,27,1.69,1,348,2019,6,1,Low,False,True,False,False,True,False,0
125,40.75664,-73.97191,700,1,0,0.0,11,179,0,0,0,High,False,True,False,False,True,False,1
92,40.80497,-73.94952,125,1,7,0.43,1,297,2019,5,1,Low,False,True,False,False,True,False,0
93,40.76155,-73.98687,295,2,71,4.25,1,89,2019,7,1,Low,False,True,False,False,False,False,1
83,40.67104,-73.99362,75,1,133,7.87,3,336,2019,6,1,Medium,True,False,False,False,True,False,0
51,40.67833,-73.89338,75,1,25,1.69,1,270,2019,6,1,Low,True,False,False,False,False,True,0
186,40.73307,-73.91995,30,1,51,3.02,3,140,2019,6,1,Medium,False,False,True,False,False,True,0
117,40.71331,-73.99015,127,4,7,0.43,2,3,2019,5,1,Medium,False,True,False,False,False,False,0
211,40.70742,-73.93754,59,5,1,0.1,2,48,2018,9,1,Medium,True,False,False,False,True,False,0
27,40.69374,-73.912,105,2,45,3.98,1,74,2019,6,1,Low,True,False,False,False,False,False,0
27,40.68708,-73.91237,58,1,10,0.63,8,179,2019,1,1,High,True,False,False,False,True,False,0
186,40.73272,-73.91826,30,1,36,2.29,3,140,2019,7,1,Medium,False,False,True,False,False,True,0
186,40.73291,-73.9196,30,1,41,2.48,3,145,2019,6,1,Medium,False,False,True,False,False,True,0
33,40.73981,-74.00031,146,7,3,0.21,1,353,2018,12,1,Low,False,True,False,False,False,False,0
62,40.66122,-73.88672,52,3,23,1.37,13,90,2019,5,1,High,True,False,False,False,True,False,1
203,40.85265,-73.93247,35,20,1,0.11,2,267,2018,10,1,Medium,False,True,False,False,True,False,0
211,40.71474,-73.95476,88,1,58,3.55,4,50,2019,6,1,Medium,True,False,False,False,True,False,0
27,40.69273,-73.90719,80,3,0,0.0,2,140,0,0,0,Medium,True,False,False,False,True,False,0
60,40.7876,-73.94139,149,3,15,0.92,1,120,2019,5,1,Low,False,True,False,False,False,False,0
125,40.75978,-73.97159,169,30,48,3.27,1,325,2019,3,1,Low,False,True,False,False,False,False,0
67,40.74443,-73.88613,85,2,3,0.18,1,89,2018,3,1,Low,False,False,True,False,True,False,0
63,40.73214,-73.98783,395,3,4,0.3,1,89,2019,4,1,Low,False,True,False,False,False,False,1
40,40.68969,-73.96682,100,3,6,0.43,1,3,2019,5,1,Low,True,False,False,False,False,False,0
12,40.68352,-73.92557,99,2,21,1.31,1,26,2019,6,1,Low,True,False,False,False,False,False,0
63,40.72831,-73.98873,75,1,40,2.39,2,24,2019,6,1,Medium,False,True,False,False,False,True,0
60,40.7975,-73.93556,60,1,61,3.67,1,45,2019,6,1,Low,False,True,False,False,True,False,0
58,40.75857,-73.89298,46,2,31,1.92,1,51,2019,6,1,Low,False,False,True,False,True,False,0
12,40.68861,-73.92941,175,4,44,2.66,1,249,2019,6,1,Low,True,False,False,False,False,False,0
147,40.67984,-73.84403,120,1,35,2.18,1,356,2019,6,1,Low,False,False,True,False,False,False,0
92,40.81809,-73.94168,179,2,37,2.32,1,333,2019,7,1,Low,False,True,False,False,False,False,0
203,40.83921,-73.93535,120,4,10,0.6,1,4,2019,4,1,Low,False,True,False,False,False,False,0
12,40.68475,-73.92897,115,2,39,2.41,1,90,2019,6,1,Low,True,False,False,False,False,False,0
203,40.83913,-73.9461,125,2,24,1.63,1,188,2019,1,1,Low,False,True,False,False,False,False,0
203,40.84442,-73.94039,115,6,2,0.22,3,90,2018,11,1,Medium,False,True,False,False,True,False,0
156,40.65465,-73.96158,225,2,32,2.31,1,56,2019,5,1,Low,True,False,False,False,False,False,1
148,40.66876,-73.98448,175,6,2,0.13,1,67,2018,4,1,Low,True,False,False,False,False,False,0
117,40.71117,-73.98727,32,14,0,0.0,4,341,0,0,0,Medium,False,True,False,False,False,True,0
92,40.82781,-73.94405,39,1,26,1.62,2,10,2019,7,1,Medium,False,True,False,False,True,False,0
175,40.728,-74.00265,110,3,71,4.39,2,37,2019,6,1,Medium,False,True,False,False,True,False,0
211,40.70665,-73.93894,59,5,0,0.0,2,67,0,0,0,Medium,True,False,False,False,True,False,0
62,40.67237,-73.87651,139,3,21,1.49,1,344,2019,7,1,Low,True,False,False,False,False,False,0
89,40.72107,-73.94316,70,1,42,2.5,3,15,2019,5,1,Medium,True,False,False,False,True,False,0
117,40.71925,-73.99301,81,5,24,1.48,1,164,2019,7,1,Low,False,True,False,False,True,False,0
195,40.71124,-73.99456,68,3,64,3.92,1,13,2019,5,1,Low,False,True,False,False,False,False,0
12,40.67985,-73.91061,95,2,50,3.13,1,54,2019,6,1,Low,True,False,False,False,False,False,0
110,40.73925,-73.98084,409,3,52,3.15,1,106,2019,6,1,Low,False,True,False,False,False,False,1
12,40.68858,-73.95721,200,6,3,0.27,1,1,2018,8,1,Low,True,False,False,False,False,False,0
199,40.78654,-73.97663,95,5,20,1.42,2,104,2019,6,1,Medium,False,True,False,False,True,False,0
12,40.68337,-73.92996,60,4,0,0.0,1,22,0,0,0,Low,True,False,False,False,True,False,0
198,40.76305,-73.96704,240,30,2,0.14,6,156,2019,6,1,High,False,True,False,False,False,False,1
76,40.75522,-73.81259,46,2,26,1.65,6,180,2019,5,1,High,False,False,True,False,True,False,0
158,40.63779,-74.12274,31,7,3,0.19,1,357,2018,10,1,Low,False,False,False,True,True,False,0
4,40.76451,-73.91182,100,2,21,1.86,1,32,2019,6,1,Low,False,False,True,False,True,False,0
12,40.67988,-73.92229,159,3,12,0.78,2,285,2019,6,1,Medium,True,False,False,False,False,False,0
73,40.65281,-73.96581,59,2,10,0.62,1,27,2019,7,1,Low,True,False,False,False,True,False,0
179,40.66022,-73.98581,150,2,13,0.94,1,282,2019,6,1,Low,True,False,False,False,False,False,0
58,40.76525,-73.86715,80,1,4,0.28,2,78,2019,6,1,Medium,False,False,True,False,True,False,0
93,40.7551,-73.99363,200,3,81,5.8,1,189,2019,7,1,Low,False,True,False,False,False,False,0
117,40.71971,-73.98761,225,6,22,1.36,1,17,2019,6,1,Low,False,True,False,False,False,False,1
198,40.76483,-73.96675,225,30,1,0.09,6,240,2018,8,1,High,False,True,False,False,False,False,1
115,40.7605,-73.92795,100,2,45,2.89,1,269,2019,6,1,Low,False,False,True,False,False,False,0
211,40.70488,-73.94101,96,3,38,2.31,1,25,2019,6,1,Low,True,False,False,False,True,False,0
163,40.69799,-73.90509,60,1,22,1.37,7,73,2019,5,1,High,False,False,True,False,True,False,0
163,40.69704,-73.90576,60,1,14,0.88,7,64,2019,5,1,High,False,False,True,False,True,False,0
34,40.71708,-73.99908,145,29,18,1.13,1,155,2019,5,1,Low,False,True,False,False,False,False,0
135,40.74848,-73.97609,335,4,0,0.0,1,365,0,0,0,Low,False,True,False,False,True,False,1
24,40.69012,-73.99221,80,1,14,0.87,1,2,2019,6,1,Low,True,False,False,False,True,False,0
79,40.69431,-73.97063,155,1,16,1.04,1,14,2019,5,1,Low,True,False,False,False,False,False,0
198,40.75988,-73.96115,100,30,5,0.34,8,229,2019,4,1,High,False,True,False,False,False,False,0
12,40.68464,-73.92268,120,2,89,5.59,1,35,2019,7,1,Low,True,False,False,False,False,False,0
198,40.78494,-73.94988,225,2,8,0.48,1,209,2018,12,1,Low,False,True,False,False,False,False,1
203,40.85197,-73.94074,75,3,21,1.47,3,138,2019,6,1,Medium,False,True,False,False,True,False,0
203,40.84305,-73.93877,89,6,5,0.31,3,90,2019,6,1,Medium,False,True,False,False,True,False,0
